record_type,planned_id,case_id,condition,order,packet_sha256,brief_sha256,canonical,execution,terminal_contract,scorable_output,needs_human_review,run_id,run_path,failure_reason,workflow_status,mvp30,valid_plan60,artifact_class,academic_quality,academic_quality_state,claim_grounding,claim_grounding_state,claim_grounding_numerator,claim_grounding_denominator,assumption_transparency,assumption_transparency_state,assumption_transparency_numerator,assumption_transparency_denominator,high_impact_unsupported,high_impact_unsupported_state,high_impact_unsupported_numerator,high_impact_unsupported_denominator,request_count,prompt_tokens,output_tokens,total_tokens,visible_output_tokens,thinking_tokens,thinking_tokens_known,thinking_status,transport_retry_count,structure_repair_count,semantic_revision_request_count,usage_missing_calls,first_valid_plan_seconds,first_valid_plan_state,observed_first_complete_contract_seconds,first_mvp30_material_seconds,first_mvp30_material_state,deterministic_mechanical_repair_count,peak_ram_bytes,peak_vram_bytes,peak_pagefile_bytes,peak_ram_bytes_state,peak_vram_bytes_state,peak_pagefile_bytes_state,telemetry_samples,event_sha256,first_valid_plan_seconds_state,first_mvp30_material_seconds_state,mvp30_material,mvp30_material_state,mvp30_material_numerator,mvp30_material_denominator,valid_plan60_state,valid_plan60_numerator,valid_plan60_denominator,request_count_state,transport_retry_count_state,total_tokens_state,first_contract,first_contract_numerator,first_contract_denominator,first_contract_state,first_contract_reason,handoff,handoff_numerator,handoff_denominator,handoff_state,handoff_reason,review_token_share,review_token_share_numerator,review_token_share_denominator,review_token_share_state,review_token_share_reason,completion,completion_state,completion_numerator,completion_denominator,role,applicability,prompt_tokens_known,output_tokens_known,total_tokens_known,usage_incomplete,usage_missing_fields,total_token_basis
role,intelligent_ring-C,intelligent_ring,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,strategy_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-C,intelligent_ring,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,finance_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-C,intelligent_ring,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,final_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-C,intelligent_ring,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Revision,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-C,intelligent_ring,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Supervisor,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,single,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021,885,3738,885,832,832,observed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,research,applicable,2021,885,3738,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6174,3096,11155,3096,1885,1885,observed,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,strategy,applicable,6174,3096,11155,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4942,2568,8415,2568,905,905,observed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,finance,applicable,4942,2568,8415,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6016,1742,8703,1742,945,945,observed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,writer,applicable,6016,1742,8703,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,research_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,strategy_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,finance_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3296,19,4036,19,721,721,observed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,final_critic,applicable,3296,19,4036,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Revision,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Supervisor,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-B,intelligent_ring,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 1.0, ""numerator"": 1, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,export,applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3933,1915,6765,1915,917,917,observed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": 0.0, ""numerator"": 0, ""denominator"": 1, ""state"": ""observed"", ""reason"": null}",,,,,,,,,,,,,,,,,,,single,applicable,3933,1915,6765,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,research,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,strategy,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,finance,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,writer,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,research_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,strategy_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,finance_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,final_critic,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Revision,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
role,intelligent_ring-A,intelligent_ring,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,not_applicable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""value"": null, ""numerator"": 0, ""denominator"": 0, ""state"": ""not_applicable"", ""reason"": ""zero_denominator""}",,,,,,,,,,,,,,,,,,,Supervisor,not_applicable,0,0,0,False,[],provider total (includes returned thinking); never add thinking to total again
